TripType,VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription
33,169594,Thursday,4315201531.0,1,HOUSEHOLD CHEMICALS/SUPP
5,88381,Friday,88711779216.0,1,MENS WEAR
40,908,Friday,64541698646.0,1,CELEBRATION
999,12230,Saturday,87458603514.0,1,IMPULSE MERCHANDISE
999,2075,Friday,60538812238.0,-1,FINANCIAL SERVICES
39,31959,Wednesday,4000000431.0,1,IMPULSE MERCHANDISE
39,85709,Thursday,88561535371.0,1,BRAS & SHAPEWEAR
40,156314,Tuesday,8224201105.0,1,"LIQUOR,WINE,BEER"
32,82267,Thursday,3600043218.0,1,INFANT CONSUMABLE HARDLINES
30,182116,Saturday,2084103123.0,1,SHOES
39,44809,Friday,2149601272.0,-2,LAWN AND GARDEN
999,160553,Tuesday,7089604952.0,-1,COOK AND DINE
7,111088,Monday,7294561103.0,2,COMM BREAD
40,177679,Friday,3338320027.0,1,PRODUCE
38,9294,Saturday,7182801102.0,1,GROCERY DRY GOODS
25,171037,Thursday,88561552949.0,1,BRAS & SHAPEWEAR
38,64020,Monday,5210015530.0,1,GROCERY DRY GOODS
34,99268,Saturday,1901470073.0,1,PETS AND SUPPLIES
39,26187,Tuesday,60538871457.0,1,DAIRY
37,97080,Saturday,4900000044.0,1,DSD GROCERY
38,79919,Wednesday,7874203278.0,6,DAIRY
44,8912,Saturday,30031873418.0,1,PHARMACY OTC
8,2400,Friday,978163346437.0,1,OFFICE SUPPLIES
7,34743,Wednesday,22501100000.0,1,SERVICE DELI
40,106392,Sunday,7874235186.0,1,DAIRY
8,119321,Wednesday,2166435383.0,1,TOYS
40,28347,Tuesday,7116945695.0,1,GROCERY DRY GOODS
39,14694,Sunday,2430004172.0,1,COMM BREAD
5,32557,Wednesday,36382474016.0,1,PHARMACY OTC
40,39043,Thursday,4159.0,1,PRODUCE
40,179674,Saturday,7940001342.0,1,PERSONAL CARE
40,104534,Sunday,3400000246.0,1,IMPULSE MERCHANDISE
40,67716,Monday,3320002293.0,1,PETS AND SUPPLIES
7,89816,Friday,83452200971.0,1,SEAFOOD
39,167235,Thursday,7874203874.0,1,HOUSEHOLD PAPER GOODS
5,174370,Friday,,1,PHARMACY RX
40,124651,Wednesday,61300872085.0,1,DSD GROCERY
35,41856,Thursday,2840023985.0,1,DSD GROCERY
40,152057,Monday,7650138407.0,1,SPORTING GOODS
39,29948,Tuesday,7874237155.0,1,DSD GROCERY
39,10832,Saturday,4400002827.0,1,DSD GROCERY
24,16505,Sunday,7940044564.0,1,PERSONAL CARE
43,109551,Monday,71627234797.0,1,SLEEPWEAR/FOUNDATIONS
29,4620,Friday,88616683958.0,1,INFANT APPAREL
25,189638,Sunday,880552312696.0,1,LADIESWEAR
40,136560,Friday,68113176946.0,1,PHARMACY OTC
35,12650,Saturday,5410000140.0,1,GROCERY DRY GOODS
20,121077,Wednesday,75198100251.0,1,SPORTING GOODS
18,181575,Saturday,5020000880.0,1,DAIRY
25,148241,Sunday,84970900234.0,1,BATH AND SHOWER
5,139893,Saturday,2428615051.0,2,PHARMACY OTC
32,36651,Wednesday,2500001081.0,1,DSD GROCERY
35,118778,Tuesday,7432302962.0,1,DSD GROCERY
27,84014,Thursday,7874243590.0,1,PHARMACY OTC
25,89390,Friday,880615608530.0,1,LADIESWEAR
39,67103,Monday,30869110610.0,1,PHARMACY OTC
8,13169,Sunday,2840004177.0,2,IMPULSE MERCHANDISE
40,62162,Sunday,7199800005.0,1,GROCERY DRY GOODS
25,188198,Sunday,60538811747.0,1,SHOES
41,64061,Monday,1470861285.0,1,INFANT CONSUMABLE HARDLINES
32,10468,Saturday,7874298690.0,1,BAKERY
36,114964,Tuesday,3000016980.0,1,DSD GROCERY
36,26128,Tuesday,360734249665.0,1,BEAUTY
40,137256,Saturday,1200013027.0,1,DSD GROCERY
40,52131,Saturday,75351946993.0,1,DSD GROCERY
44,49015,Friday,7119000634.0,1,PETS AND SUPPLIES
38,90766,Friday,7874235186.0,1,DAIRY
37,46197,Friday,4178900121.0,1,GROCERY DRY GOODS
42,11510,Saturday,84410600392.0,1,OFFICE SUPPLIES
39,186679,Sunday,1590006420.0,1,PRE PACKED DELI
38,100786,Sunday,4900000977.0,1,DSD GROCERY
40,153391,Monday,4178900122.0,1,GROCERY DRY GOODS
42,163743,Wednesday,2214345484.0,1,BATH AND SHOWER
7,18729,Sunday,65876135802.0,1,MEAT - FRESH & FROZEN
40,135234,Friday,68113132896.0,1,PRODUCE
42,45900,Friday,80521991321.0,1,IMPULSE MERCHANDISE
37,62664,Sunday,60538862097.0,1,FINANCIAL SERVICES
8,17356,Sunday,8939615297.0,2,DSD GROCERY
39,187355,Sunday,8265755561.0,2,DSD GROCERY
40,104259,Sunday,4900001463.0,1,DSD GROCERY
42,176977,Friday,5000022522.0,1,PETS AND SUPPLIES
40,178073,Saturday,7874206429.0,1,PRE PACKED DELI
37,155351,Monday,82650433972.0,1,SEAFOOD
20,122329,Wednesday,7800001616.0,1,DSD GROCERY
35,177011,Friday,3400000221.0,1,IMPULSE MERCHANDISE
35,76537,Wednesday,7874211433.0,1,DSD GROCERY
7,107673,Monday,68113106758.0,1,SERVICE DELI
40,87815,Friday,89470001016.0,1,DAIRY
25,74924,Tuesday,1292687096.0,1,SHOES
38,112106,Monday,4470007061.0,1,PRE PACKED DELI
15,64899,Monday,60777217051.0,1,BAKERY
40,170453,Thursday,4900005010.0,1,DSD GROCERY
40,182148,Saturday,7047000310.0,1,DAIRY
25,24186,Monday,88694430266.0,1,SLEEPWEAR/FOUNDATIONS
39,83283,Thursday,4046.0,1,PRODUCE
37,54595,Saturday,7224013387.0,1,PRODUCE
38,145874,Sunday,7874201456.0,1,HOUSEHOLD PAPER GOODS
15,85869,Thursday,1117999811.0,1,CELEBRATION
38,134480,Friday,2500004763.0,1,DAIRY
42,152146,Monday,5324229733.0,1,SPORTING GOODS
9,54654,Saturday,80469197018.0,1,INFANT APPAREL
44,124390,Wednesday,60538815881.0,1,SHOES
24,81682,Thursday,2569590183.0,2,BEDDING
24,106771,Monday,7874206794.0,3,PRE PACKED DELI
40,102960,Sunday,22010700000.0,1,MEAT - FRESH & FROZEN
40,35451,Wednesday,2700044212.0,1,GROCERY DRY GOODS
40,175993,Friday,7539100470.0,1,SEAFOOD
40,183488,Saturday,4610000272.0,1,DAIRY
40,157435,Tuesday,1090000021.0,1,HOUSEHOLD PAPER GOODS
39,153882,Monday,7874204028.0,1,HOUSEHOLD PAPER GOODS
40,186669,Sunday,6700882851.0,1,CELEBRATION
999,25836,Tuesday,2100061935.0,1,DAIRY
38,177764,Friday,3500044678.0,1,HOUSEHOLD CHEMICALS/SUPP
21,140685,Saturday,4900000044.0,2,DSD GROCERY
42,190670,Sunday,78471621798.0,1,SHEER HOSIERY
44,135529,Friday,1292628678.0,1,SHOES
6,140407,Saturday,7289000016.0,1,"LIQUOR,WINE,BEER"
25,188874,Sunday,73608079396.0,1,BRAS & SHAPEWEAR
39,11214,Saturday,4319438315.0,1,PERSONAL CARE
40,11846,Saturday,76662610973.0,1,SERVICE DELI
44,134418,Friday,80859471164.0,1,LADIESWEAR
40,162332,Wednesday,75752800868.0,2,GROCERY DRY GOODS
7,65452,Monday,3450014000.0,1,DAIRY
25,142820,Saturday,7339001412.0,1,IMPULSE MERCHANDISE
38,181289,Saturday,4180020143.0,2,DSD GROCERY
25,13584,Sunday,88694433064.0,1,SLEEPWEAR/FOUNDATIONS
9,173944,Friday,7146309943.0,1,INFANT CONSUMABLE HARDLINES
42,38013,Thursday,82342097079.0,1,HARDWARE
40,151871,Monday,7874203843.0,2,GROCERY DRY GOODS
44,24940,Monday,2643861112.0,1,FABRICS AND CRAFTS
36,151052,Monday,7940019391.0,1,PERSONAL CARE
8,189598,Sunday,1200000131.0,1,DSD GROCERY
25,149459,Sunday,88882319906.0,1,MENS WEAR
39,61573,Sunday,2700038205.0,1,GROCERY DRY GOODS
39,101932,Sunday,1312000469.0,1,FROZEN FOODS
40,100796,Sunday,7215144101.0,1,BEAUTY
40,8540,Saturday,7874222803.0,1,GROCERY DRY GOODS
38,65464,Monday,7432300230.0,1,COMM BREAD
40,182076,Saturday,68113178113.0,1,DSD GROCERY
37,50844,Saturday,68113186480.0,1,PHARMACY OTC
38,109695,Monday,4223831221.0,1,"CANDY, TOBACCO, COOKIES"
41,132717,Friday,7005299950.0,1,HOUSEHOLD PAPER GOODS
37,181347,Saturday,4072.0,1,PRODUCE
39,93797,Saturday,3700035361.0,1,HOUSEHOLD CHEMICALS/SUPP
5,26809,Tuesday,,1,PHARMACY RX
25,1307,Friday,880632367925.0,1,LADIESWEAR
7,89948,Friday,3250010281.0,1,GROCERY DRY GOODS
999,154068,Monday,88851058850.0,-1,INFANT APPAREL
39,92070,Friday,2903337717.0,1,TOYS
38,82076,Thursday,880552312607.0,1,LADIESWEAR
37,120187,Wednesday,4036.0,1,PRODUCE
42,46136,Friday,880615608662.0,1,LADIESWEAR
999,145406,Sunday,1527274889.0,1,HOME MANAGEMENT
21,80850,Wednesday,2775502153.0,1,OFFICE SUPPLIES
38,188195,Sunday,1480000227.0,1,DSD GROCERY
20,50591,Saturday,7115378577.0,1,AUTOMOTIVE
40,43903,Friday,7269703076.0,1,HARDWARE
39,38064,Thursday,7603176658.0,1,MENS WEAR
42,48796,Friday,2899520471.0,2,FABRICS AND CRAFTS
35,50441,Saturday,3700086502.0,1,HOUSEHOLD PAPER GOODS
3,139969,Saturday,68113189617.0,1,FINANCIAL SERVICES
21,1040,Friday,3592604535.0,1,FABRICS AND CRAFTS
39,111703,Monday,3500046791.0,1,HOUSEHOLD CHEMICALS/SUPP
37,131629,Friday,2400001022.0,2,GROCERY DRY GOODS
3,76218,Wednesday,60538802945.0,1,IMPULSE MERCHANDISE
3,152294,Monday,3139814435.0,1,MEDIA AND GAMING
40,101146,Sunday,5200012178.0,1,DSD GROCERY
7,26507,Tuesday,20554600000.0,1,SERVICE DELI
32,190942,Sunday,71521127022.0,1,INFANT APPAREL
40,153134,Monday,7047048545.0,1,DAIRY
40,11265,Saturday,4600028734.0,1,GROCERY DRY GOODS
40,55322,Saturday,7874203524.0,1,DSD GROCERY
6,14908,Sunday,2610000573.0,1,"CANDY, TOBACCO, COOKIES"
5,70675,Tuesday,,1,PHARMACY RX
39,35262,Wednesday,4683100064.0,1,HOUSEHOLD CHEMICALS/SUPP
39,186682,Sunday,84487500688.0,1,HOUSEHOLD CHEMICALS/SUPP
41,191122,Sunday,68113100206.0,1,PERSONAL CARE
40,133488,Friday,7373108202.0,2,DSD GROCERY
24,44764,Friday,88181390031.0,1,BATH AND SHOWER
39,44809,Friday,5114132161.0,1,OFFICE SUPPLIES
8,101777,Sunday,84487500037.0,1,PETS AND SUPPLIES
36,69582,Tuesday,1284409855.0,1,AUTOMOTIVE
32,109140,Monday,2500004948.0,1,DAIRY
21,24249,Monday,2120001023.0,1,OFFICE SUPPLIES
40,141752,Saturday,2068500027.0,1,DSD GROCERY
25,3650,Friday,471984904433.0,1,LADIESWEAR
8,151114,Monday,5400010060.0,1,HOUSEHOLD PAPER GOODS
40,53702,Saturday,2100005238.0,1,GROCERY DRY GOODS
38,42572,Thursday,7874211211.0,1,DAIRY
40,18388,Sunday,7639700228.0,1,GROCERY DRY GOODS
25,94809,Saturday,80469179811.0,-1,SWIMWEAR/OUTERWEAR
5,165554,Wednesday,,1,PHARMACY RX
40,100696,Sunday,62168392055.0,1,GROCERY DRY GOODS
33,190838,Sunday,4141942008.0,1,IMPULSE MERCHANDISE
21,40001,Thursday,7963690870.0,1,FABRICS AND CRAFTS
38,114603,Tuesday,3620021930.0,2,GROCERY DRY GOODS
40,95929,Saturday,2840000152.0,1,IMPULSE MERCHANDISE
32,158150,Tuesday,5000062400.0,5,INFANT CONSUMABLE HARDLINES
7,18946,Sunday,71966500059.0,1,GROCERY DRY GOODS
36,130296,Thursday,1714956389.0,1,MENS WEAR
39,133602,Friday,2700049014.0,1,DSD GROCERY
37,153160,Monday,7874235190.0,1,DAIRY
40,177235,Friday,3338320027.0,2,PRODUCE
44,142411,Saturday,4032.0,1,PRODUCE
40,105700,Sunday,1111139648.0,1,PERSONAL CARE
39,109495,Monday,30081074687.0,1,PHARMACY OTC
40,135564,Friday,2000019965.0,2,FROZEN FOODS
40,133837,Friday,1111134786.0,1,PERSONAL CARE
42,101606,Sunday,84969103117.0,1,TOYS
37,127078,Thursday,3338370020.0,1,PRODUCE
40,53178,Saturday,7874207363.0,1,HOUSEHOLD PAPER GOODS
44,53846,Saturday,1400775400.0,1,PHARMACY OTC
39,176858,Friday,5200020806.0,1,DSD GROCERY
38,139165,Saturday,7874243403.0,1,GROCERY DRY GOODS
38,146143,Sunday,2460001001.0,1,GROCERY DRY GOODS
43,147276,Sunday,60538816269.0,1,SHOES
40,180900,Saturday,4000001744.0,1,"CANDY, TOBACCO, COOKIES"
39,28761,Tuesday,1700000946.0,2,GROCERY DRY GOODS
24,175732,Friday,1864346102.0,3,HOME MANAGEMENT
15,186048,Sunday,7890267553.0,1,SERVICE DELI
999,68675,Monday,88561566610.0,1,SLEEPWEAR/FOUNDATIONS
40,72673,Tuesday,7274554169.0,1,MEAT - FRESH & FROZEN
35,64084,Monday,7874298063.0,1,BAKERY
39,185361,Sunday,4436502255.0,1,LAWN AND GARDEN
25,122823,Wednesday,4011.0,1,PRODUCE
39,139706,Saturday,4468134640.0,1,FURNITURE
30,96519,Saturday,6197210420.0,1,BEAUTY
37,108923,Monday,4610000268.0,1,DAIRY
39,138408,Saturday,7047000325.0,2,DAIRY
37,78364,Wednesday,22677400000.0,1,MEAT - FRESH & FROZEN
44,37670,Thursday,6794696619.0,2,HORTICULTURE AND ACCESS
20,30473,Tuesday,68113107862.0,1,BAKERY
9,25438,Monday,2625919339.0,1,FABRICS AND CRAFTS
25,80901,Wednesday,7533867713.0,1,MENS WEAR
39,66680,Monday,4011.0,1,PRODUCE
44,34809,Wednesday,7871544211.0,1,"GIRLS WEAR, 4-6X  AND 7-14"
40,148288,Sunday,4827.0,1,PRODUCE
25,97931,Saturday,3400049108.0,1,"CANDY, TOBACCO, COOKIES"
999,163708,Wednesday,2405427146.0,-1,INFANT APPAREL
9,153885,Monday,2519228398.0,1,MEDIA AND GAMING
39,20169,Monday,7630184000.0,1,DSD GROCERY
39,143936,Sunday,7874236973.0,1,GROCERY DRY GOODS
7,60695,Sunday,7050129797.0,1,IMPULSE MERCHANDISE
37,155509,Monday,3700088520.0,1,PERSONAL CARE
37,153244,Monday,4062.0,1,PRODUCE
43,8601,Saturday,7874201189.0,1,HOUSEHOLD CHEMICALS/SUPP
40,49461,Saturday,7146434851.0,2,PRODUCE
23,182688,Saturday,4787587436.0,1,PLAYERS AND ELECTRONICS
33,48451,Friday,4300095543.0,4,DSD GROCERY
39,47656,Friday,5000001011.0,3,GROCERY DRY GOODS
30,147089,Sunday,78616200151.0,1,DSD GROCERY
32,189528,Sunday,7874298567.0,1,BAKERY
40,98059,Saturday,7874204017.0,1,HOUSEHOLD PAPER GOODS
39,73853,Tuesday,3760048620.0,1,PRE PACKED DELI
999,52357,Saturday,68113178252.0,1,FINANCIAL SERVICES
42,182591,Saturday,30000142008.0,1,BEDDING
7,134990,Friday,4011.0,1,PRODUCE
32,76265,Wednesday,1468150313.0,2,INFANT APPAREL
25,87158,Friday,489448300018.0,-1,ACCESSORIES
26,871,Friday,3384400757.0,1,GROCERY DRY GOODS
39,135938,Friday,4850030569.0,1,DAIRY
37,154913,Monday,3338370001.0,1,PRODUCE
39,75767,Wednesday,4141942008.0,1,IMPULSE MERCHANDISE
9,80881,Wednesday,4589971078.0,1,AUTOMOTIVE
15,19470,Sunday,1117999487.0,1,CELEBRATION
37,121266,Wednesday,7874203524.0,1,DSD GROCERY
40,73150,Tuesday,4800113997.0,1,GROCERY DRY GOODS
38,147567,Sunday,2840034367.0,1,DSD GROCERY
8,148759,Sunday,8768400512.0,1,DSD GROCERY
39,71793,Tuesday,1204404128.0,1,PERSONAL CARE
36,6199,Friday,81047401950.0,1,BEAUTY
8,13144,Sunday,3700088917.0,1,PHARMACY OTC
38,151527,Monday,2840042172.0,1,DSD GROCERY
39,190698,Sunday,3800078612.0,1,GROCERY DRY GOODS
40,7917,Saturday,5100000011.0,1,GROCERY DRY GOODS
40,37144,Wednesday,9853.0,1,BAKERY
35,141003,Saturday,7874208766.0,1,DSD GROCERY
40,125306,Thursday,4011.0,2,PRODUCE
40,1634,Friday,8520000127.0,2,"LIQUOR,WINE,BEER"
32,141883,Saturday,7166207851.0,1,OFFICE SUPPLIES
8,163246,Wednesday,7874235186.0,1,DAIRY
43,31635,Wednesday,85119900102.0,1,HARDWARE
40,52017,Saturday,4051.0,1,PRODUCE
39,64474,Monday,4065.0,1,PRODUCE
5,8296,Saturday,3160404070.0,1,PHARMACY OTC
42,68850,Monday,82926815261.0,1,LADIESWEAR
44,41474,Thursday,61156655046.0,1,ACCESSORIES
38,101845,Sunday,60538871461.0,1,DAIRY
44,30072,Tuesday,73975429829.0,1,MENS WEAR
40,149230,Sunday,7756732735.0,1,FROZEN FOODS
40,27788,Tuesday,7874235191.0,4,DSD GROCERY
39,151049,Monday,9147585000.0,1,DAIRY
40,168562,Thursday,94069.0,1,PRODUCE
43,50399,Saturday,4000000032.0,1,IMPULSE MERCHANDISE
37,105551,Sunday,85288300401.0,1,PRODUCE
27,109533,Monday,7874211433.0,1,DSD GROCERY
39,66670,Monday,1600066050.0,1,GROCERY DRY GOODS
40,45840,Friday,2340000655.0,1,HOUSEHOLD CHEMICALS/SUPP
40,160483,Tuesday,2840020060.0,1,DSD GROCERY
26,18726,Sunday,4589310867.0,1,BEAUTY
35,64416,Monday,7910051451.0,1,PETS AND SUPPLIES
25,38335,Thursday,5107107129.0,1,MENS WEAR
44,56110,Saturday,1708287351.0,1,IMPULSE MERCHANDISE
33,87284,Friday,2848438010.0,1,HOUSEHOLD CHEMICALS/SUPP
40,3433,Friday,3700081114.0,1,HOUSEHOLD CHEMICALS/SUPP
999,93231,Saturday,7878775732.0,-1,OFFICE SUPPLIES
44,136120,Friday,80504037640.0,1,SHOES
44,139988,Saturday,2750061366.0,1,DSD GROCERY
38,136091,Friday,20154500000.0,1,SERVICE DELI
39,40285,Thursday,7731240835.0,1,PERSONAL CARE
39,47105,Friday,2430004101.0,1,COMM BREAD
32,101434,Sunday,3700050579.0,1,INFANT CONSUMABLE HARDLINES
29,4915,Friday,88859694414.0,1,MENS WEAR
999,10991,Saturday,68113102615.0,1,ELECTRONICS
40,57191,Sunday,7874203696.0,1,HOUSEHOLD PAPER GOODS
40,60622,Sunday,2340000655.0,1,HOUSEHOLD CHEMICALS/SUPP
40,51620,Saturday,3760011544.0,1,GROCERY DRY GOODS
40,54732,Saturday,2100004512.0,1,GROCERY DRY GOODS
24,187765,Sunday,2120057235.0,1,HOUSEHOLD CHEMICALS/SUPP
38,51917,Saturday,77482610320.0,1,BAKERY
42,75687,Wednesday,68895567979.0,1,JEWELRY AND SUNGLASSES
38,62781,Sunday,5000030302.0,1,GROCERY DRY GOODS
39,51799,Saturday,1450001269.0,1,FROZEN FOODS
32,117088,Tuesday,88513161001.0,1,INFANT CONSUMABLE HARDLINES
44,134290,Friday,7874205621.0,1,DSD GROCERY
40,40389,Thursday,3500074128.0,1,PERSONAL CARE
38,171339,Thursday,4011.0,1,PRODUCE
43,15237,Sunday,2833253824.0,1,COOK AND DINE
39,29632,Tuesday,60538871458.0,1,DAIRY
39,13011,Sunday,7160318794.0,1,BEAUTY
24,77823,Wednesday,2833248092.0,1,COOK AND DINE
25,116701,Tuesday,88530632881.0,2,MENS WEAR
7,38257,Thursday,4900000977.0,1,DSD GROCERY
18,8009,Saturday,7666616595.0,3,TOYS
42,11947,Saturday,890129801792.0,1,BATH AND SHOWER
43,47259,Friday,7352580563.0,1,CELEBRATION
8,102640,Sunday,8307800317.0,1,PHARMACY OTC
25,34135,Wednesday,,1,
39,61584,Sunday,8520000126.0,3,"LIQUOR,WINE,BEER"
44,178913,Saturday,4280000382.0,1,FROZEN FOODS
40,132871,Friday,4032.0,1,PRODUCE
24,149518,Sunday,3700042903.0,1,HOUSEHOLD CHEMICALS/SUPP
40,38660,Thursday,1326263414.0,1,"GIRLS WEAR, 4-6X  AND 7-14"
39,169843,Thursday,2310027219.0,1,PETS AND SUPPLIES
40,184793,Sunday,1480000039.0,1,DSD GROCERY
40,161085,Tuesday,68113153188.0,1,SERVICE DELI
38,29634,Tuesday,7763304737.0,1,COMM BREAD
9,145804,Sunday,890129801562.0,1,COOK AND DINE
40,148023,Sunday,9064970220.0,1,BRAS & SHAPEWEAR
7,49613,Saturday,20966500000.0,1,SERVICE DELI
999,179541,Saturday,,-1,PHARMACY RX
32,182574,Saturday,7874212365.0,1,INFANT CONSUMABLE HARDLINES
42,164444,Wednesday,76125379438.0,1,BOYS WEAR
37,47944,Friday,7763304736.0,1,COMM BREAD
12,140388,Saturday,7077312229.0,1,SERVICE DELI
36,175675,Friday,1199500672.0,1,IMPULSE MERCHANDISE
40,1535,Friday,4011.0,1,PRODUCE
40,141669,Saturday,4178900211.0,2,GROCERY DRY GOODS
38,122459,Wednesday,9147504189.0,1,DAIRY
38,53991,Saturday,3800078647.0,1,GROCERY DRY GOODS
42,135155,Friday,71441594951.0,1,IMPULSE MERCHANDISE
36,11219,Saturday,4087.0,1,PRODUCE
39,113030,Tuesday,70897191926.0,1,BAKERY
40,34169,Wednesday,5000006219.0,1,DAIRY
40,13722,Sunday,7373108103.0,1,DSD GROCERY
12,153549,Monday,3120033014.0,3,DSD GROCERY
39,159251,Tuesday,733255193835.0,1,PHARMACY OTC
40,6486,Saturday,5000057400.0,4,PETS AND SUPPLIES
40,76280,Wednesday,7066209621.0,2,GROCERY DRY GOODS
39,48441,Friday,1111101490.0,1,PERSONAL CARE
39,96771,Saturday,4900000764.0,1,DSD GROCERY
40,4045,Friday,7874205455.0,1,PRE PACKED DELI
28,86602,Thursday,2200000898.0,1,IMPULSE MERCHANDISE
3,176642,Friday,68113176761.0,1,FINANCIAL SERVICES
24,171843,Thursday,1204400024.0,1,PERSONAL CARE
39,129135,Thursday,2260064237.0,1,PHARMACY OTC
40,97811,Saturday,60538862097.0,1,FINANCIAL SERVICES
40,16029,Sunday,88596758505.0,1,HOUSEHOLD CHEMICALS/SUPP
44,77688,Wednesday,7124904596.0,1,BEAUTY
38,116615,Tuesday,3450015192.0,1,DAIRY
40,4418,Friday,3338365322.0,1,PRODUCE
32,166800,Wednesday,7874200725.0,1,PERSONAL CARE
44,144054,Sunday,7874298761.0,1,BAKERY
9,111862,Monday,3470799057.0,1,ELECTRONICS
39,88242,Friday,5150024177.0,1,GROCERY DRY GOODS
35,170995,Thursday,78616233800.0,1,DSD GROCERY
40,102059,Sunday,5100021450.0,1,GROCERY DRY GOODS
39,10532,Saturday,7432300583.0,1,COMM BREAD
40,102907,Sunday,4856406000.0,1,COMM BREAD
9,155624,Monday,4282559271.0,1,BOYS WEAR
39,137102,Saturday,30299393505.0,-1,BEAUTY
25,31805,Wednesday,76125373675.0,1,BOYS WEAR
39,75533,Wednesday,68113104849.0,1,BEAUTY
39,52126,Saturday,7027223204.0,1,DAIRY
40,18315,Sunday,61300874038.0,1,DSD GROCERY
7,112569,Monday,2700069086.0,1,GROCERY DRY GOODS
33,139098,Saturday,5400013342.0,1,HOUSEHOLD PAPER GOODS
36,68406,Monday,8087817126.0,1,PERSONAL CARE
22,135235,Friday,79404318277.0,1,MEDIA AND GAMING
40,61017,Sunday,3338360002.0,1,PRODUCE
39,163011,Wednesday,3700000391.0,1,PERSONAL CARE
25,118946,Wednesday,2840042054.0,1,IMPULSE MERCHANDISE
40,106730,Sunday,1800000731.0,1,DAIRY
35,44621,Friday,4022.0,1,PRODUCE
32,114687,Tuesday,1500007605.0,1,INFANT CONSUMABLE HARDLINES
39,94543,Saturday,3700012433.0,1,PERSONAL CARE
40,179244,Saturday,4060022199.0,1,DAIRY
40,146618,Sunday,7488754160.0,2,BEAUTY
40,117495,Tuesday,7146401665.0,1,PRODUCE
39,11654,Saturday,4900003076.0,1,DSD GROCERY
32,110442,Monday,7940035295.0,1,PERSONAL CARE
36,41921,Thursday,84105800549.0,1,PERSONAL CARE
40,23184,Monday,22008300000.0,2,MEAT - FRESH & FROZEN
39,68195,Monday,68113107862.0,1,BAKERY
8,179037,Saturday,5114198655.0,1,HOUSEHOLD CHEMICALS/SUPP
40,102064,Sunday,7874230821.0,1,HOUSEHOLD CHEMICALS/SUPP
40,88108,Friday,60538862097.0,1,FINANCIAL SERVICES
42,20137,Monday,1070002152.0,1,"CANDY, TOBACCO, COOKIES"
26,94317,Saturday,2006617038.0,1,PAINT AND ACCESSORIES
40,103708,Sunday,1910011809.0,1,PERSONAL CARE
37,145211,Sunday,22788500000.0,1,MEAT - FRESH & FROZEN
40,143078,Saturday,2733100217.0,1,DAIRY
40,116011,Tuesday,880619230209.0,1,LADIESWEAR
40,37239,Wednesday,2100012129.0,2,DAIRY
37,171786,Thursday,4038.0,1,PRODUCE
42,165990,Wednesday,84846702632.0,1,WIRELESS
25,149220,Sunday,4900000045.0,1,DSD GROCERY
3,156931,Tuesday,83032400641.0,1,IMPULSE MERCHANDISE
30,60217,Sunday,78742057767.0,1,PRODUCE
39,186085,Sunday,1910017555.0,1,BEAUTY
36,126701,Thursday,3500050909.0,1,PERSONAL CARE
39,43238,Thursday,3800084503.0,1,DSD GROCERY
39,107760,Monday,7874201600.0,1,DSD GROCERY
40,88974,Friday,7005299954.0,1,HOUSEHOLD PAPER GOODS
42,93709,Saturday,4032678246.0,1,MENS WEAR
37,140266,Saturday,4046.0,1,PRODUCE
999,121779,Wednesday,5114139054.0,-1,HARDWARE
15,29492,Tuesday,64541699009.0,1,CELEBRATION
37,125185,Thursday,3338320027.0,1,PRODUCE
40,45723,Friday,4087.0,1,PRODUCE
39,176622,Friday,3422332023.0,1,SPORTING GOODS
40,158401,Tuesday,85441700219.0,1,PRODUCE
40,59783,Sunday,4051.0,1,PRODUCE
40,159998,Tuesday,7874204026.0,1,HOUSEHOLD PAPER GOODS
32,4288,Friday,7047044517.0,1,DAIRY
42,7328,Saturday,4900001916.0,1,DSD GROCERY
38,210,Friday,3800057636.0,1,GROCERY DRY GOODS
42,149478,Sunday,880615609561.0,1,LADIESWEAR
40,66523,Monday,2500005466.0,1,DAIRY
40,152561,Monday,5200020805.0,1,DSD GROCERY
38,112866,Tuesday,71514172928.0,1,DAIRY
8,28327,Tuesday,4319436159.0,1,PERSONAL CARE
37,19527,Sunday,7891504642.0,1,HOME MANAGEMENT
39,52206,Saturday,1254661267.0,1,IMPULSE MERCHANDISE
40,80094,Wednesday,1600026318.0,1,GROCERY DRY GOODS
40,18873,Sunday,3940001700.0,1,GROCERY DRY GOODS
40,19649,Sunday,7874298522.0,1,BAKERY
7,158689,Tuesday,4112907764.0,1,GROCERY DRY GOODS
37,172792,Friday,4048.0,1,PRODUCE
40,8339,Saturday,4046.0,1,PRODUCE
24,76832,Wednesday,68113104850.0,1,BEAUTY
38,98741,Saturday,3800076862.0,1,GROCERY DRY GOODS
40,60201,Sunday,4300095065.0,1,DSD GROCERY
40,5515,Friday,2270057415.0,1,BEAUTY
38,4461,Friday,4850000818.0,1,DAIRY
40,91575,Friday,3940001884.0,3,GROCERY DRY GOODS
24,44764,Friday,6310872844.0,1,BEDDING
40,100308,Sunday,1910011838.0,1,BEAUTY
39,172034,Friday,4400002827.0,1,DSD GROCERY
40,134648,Friday,7342000024.0,1,DAIRY
40,146596,Sunday,2840000289.0,1,DSD GROCERY
40,133313,Friday,68113178095.0,1,DSD GROCERY
44,118304,Tuesday,7192139144.0,1,FROZEN FOODS
